,property_type,sector_info,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features
2161,flat,sector 93 ,spaze privvy the address,1.25,5701.0,2192.6,Built Up area: 2105 (195.56 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4.0,3 ,not available,16.0,,1 to 5 Year Old,"['Sapphire 83 Mall', 'Hayatpur Road', 'Dwarka Expy', 'Pranavananda International School', 'Royal Institute Of Science & MGMT', 'Aarvy Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'Holiday Inn Gurugram Sector 90']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",
1268,flat,sector 65 ,emaar mgf emerald floors premier,2.4,14545.0,1650.05,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,3 ,"Study Room,Servant Room",3.0,East,1 to 5 Year Old,"['WorldMark Gurgaon', 'Sohna Road', 'Golf Course Road', 'CK Birla Hospital', 'Delhi International Airport', 'Lemon Tree Hotel']","['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '1 Microwave', '11 Light', '5 Curtains', '1 Chimney', '5 AC', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
3576,ind. house,sector 2,,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),5.0,6.0,3+ ,"Pooja Room,Study Room,Others",3.0,East,10+ Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","['7 Wardrobe', '12 Fan', '1 Exhaust Fan', '7 Geyser', '19 Light', '10 AC', '2 Chimney', '8 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Rain Water Harvesting']"
1138,flat,sector 107 ,signature global solera,0.36,6489.0,547.08,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2 ,not available,8.0,North-West,1 to 5 Year Old,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', ""Colonel's Central Academy"", 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Trident Hotel Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']","['1 Fan', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal']"
787,flat,sector 113 ,tata gurgaon gateway,2.45,10786.0,2271.46,Super Built up area 2225(206.71 sq.m.),3.0,3.0,3 ,not available,8.0,North,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Delhi Jaipur Highway', 'Dwarka Expy', 'Red Roses Public School', 'The NorthCap University', 'Mount Carmel School', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'DLF Corporate Park', 'The Oberoi, Gurgaon']",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
2548,flat,sector 78 ,umang monsoon breeze,1.15,5284.0,2176.38,Super Built up area 2176(202.16 sq.m.),3.0,3.0,3 ,"Servant Room,Others",9.0,,5 to 10 Year Old,"['Proposed Metro Station', 'Mahapal Shing', 'National Highway 8', 'IGD Primary Health Care', 'HDFC Bank', 'PCL Logistics', 'JW Mariott']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff']"
806,flat,sector 69 ,tulip violet,1.43,8886.0,1609.27,Super Built up area 1608(149.39 sq.m.),3.0,3.0,2 ,Pooja Room,1.0,North-West,1 to 5 Year Old,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology', 'Ektaa Hospitals', 'Indira Gandhi International Airport', 'Vipul Trade Business Centre', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
3350,ind. house,sector 7,,2.43,14890.0,1632.0,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4.0,4.0,2 ,"Pooja Room,Study Room,Store Room",3.0,South-West,10+ Year Old,"['Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Aarvy Hospital', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Sandeep Chauhan', 'Ahooja Eye and Dental Institute Hospital', 'Dr. Ajay S. Gupta Clinic', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Triveni Hospital Gurgaon', 'Dentecare - Multispeciality Dental Clinic', 'Nangia Hospital Ent and Maternity', 'Kharbanda Maternity and Nursing Home', 'My Care Clinic', 'Shubham Hospital Gurgaon', 'M.S Hospital', 'M Goel Hospital', 'Lalit Dental Care', 'Dayal Eye & Maternity Centre', 'Sethi Hospital Gurgaon', 'Bindal Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Vinayak Hospital Gurgaon', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Pushpanjali Hospital', 'Swastik Maternity and Medical Centre', 'Jackson Hospital', 'Dr. Sarvejeet Singh', 'Parashar Hospital', 'Satyam Hospital Gurgaon', 'Pushpanjali Hospital Gurgaon', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'State bank of india sbi', 'Rang Parivartan', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']",,"['Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Waste Disposal']"
3424,ind. house,sector 43 ,landmark house,2.75,25463.0,1080.0,Plot area 120(100.34 sq.m.),3.0,3.0,1 ,Pooja Room,2.0,South-East,5 to 10 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Max Hospital', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Sitaram Bhartia', 'Marwah Clinic', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Balaji Vegetarian Paradise', 'PWO house', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'Ncr library', 'Bahrisons library']",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage']"
2841,flat,sector 9a ,jammu and kashmir bank employees cghs,0.95,6129.0,1550.01,Super Built up area 1550(144 sq.m.),3.0,3.0,2 ,Others,5.0,West,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Prateek Nursing Home And Polyclinic', 'Dr. Ashok Jain', 'Kamla Hospital Gurgaon', 'Pearl Dental Clinic', 'Taneja Hospital', 'Ankur Clinic and Maternity Home', 'Dr. Madan Clinic', 'Dr. Hitesh Dawar', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Dev Man Kathuria Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Satyam Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Sarvodya Hospital', 'Swastik Maternity and Medical Centre', 'Gurgaon Eye Centre', 'Aryan Hospital', 'Yadav Hospital Gurgoan', 'Sneh Hospital Gurgaon', 'Bhanu Dental Care', 'D.R. Rajnis Gupta Clinic', 'Ravi Clinic and Health Care Centre', 'Boxer Fuel Point', 'Kotak bank', 'Hdfc bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","['2 Wardrobe', '4 Fan', '3 Geyser', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Security Personnel']"
1921,flat,sector 84 ,spaze privy at,1.2,7453.0,1610.09,Super Built up area 1610(149.57 sq.m.),2.0,2.0,3 ,Study Room,3.0,,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Delhi Public School, Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Manesar Toll Plaza']","['6 Fan', '1 Exhaust Fan', '2 Geyser', '15 Light', '3 AC', '1 Chimney', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
2840,flat,sector 27,chanderlok society,0.9,7234.0,1244.12,Carpet area: 1244 (115.57 sq.m.),4.0,2.0,3+ ,not available,1.0,,10+ Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Icici bank ATM', 'Punjab national bank ATM', 'Axis bank ATM', 'Rbs ATM', 'Sidhesh Hospital Gurgaon', 'Sitaram Bhartia', 'Umkal Hospital', 'Lord Krishna Hospital', 'Privat Hospital', 'Max Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Religare Wellness', '98.4', 'Guardian', 'Chikitsa', 'Axis bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'PVR Cinames', 'DT Cinemas', 'Barbecue Grill', 'Dighent cafe', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Fat', 'Nowhere Brewpub and cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Pizza Hut', 'Naveidyam', 'NutrioBox Gurugram', 'Pan Bangkok', 'The Chicken Boat', 'Roots', 'Bahrisons library', 'Ncr library']",,
2125,flat,sector 35,central park flower valley,1.2,6742.0,1779.89,Built Up area: 1780 (165.37 sq.m.),3.0,3.0,0 ,not available,11.0,,undefined,,,
1667,flat,sector 112 ,experion windchants,3.29,11741.0,2802.15,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3.0,3.0,3+ ,Servant Room,2.0,South,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","['1 Exhaust Fan', '4 Geyser', '1 Stove', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
2029,flat,sector 27,dlf icon,5.8,20707.0,2800.99,Built Up area: 2801 (260.22 sq.m.),4.0,4.0,3+ ,not available,18.0,,undefined,"['Sector 53-54 metro station', 'Sector 42-43 metro station', 'Sector 54 chowk metro station', 'Hanuman Mandir', 'New Life Church', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'Rbs ATM', 'Hdfc ATM', 'Icici bank ATM', 'Paras Hospital Gurgaon', 'The Dental Lounge', 'Marwah Clinic', 'Arihant Hospital', 'Gupta', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Apollo Pharmacy', 'Guardian Pharmacy', 'Chikitsa', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank & atm', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', '222', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Shophouse by Kylin', 'Cafe Tonini', 'Sagar Ratna', 'Naivedyam Restaurant', 'Burger Singh', 'Bikanerwala', 'Wat-a-Burger', 'Iilm University', 'IILM', 'Suncity School', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",
2195,flat,sector 91 ,tarc maceo,0.95,5954.0,1595.57,Super Built up area 1310(121.7 sq.m.),2.0,2.0,2 ,not available,10.0,East,1 to 5 Year Old,"['Manish Gallexie 91', 'Dwarka Expressway', 'Rao Bharat Singh International School', 'Dronacharya College of Engineering', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'Manesar Golf Course', 'National Tennis Academy']",,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
651,flat,sector 2,krrish provence estate,7.5,7500.0,10000.0,Super Built up area 10000(929.03 sq.m.),5.0,6.0,3+ ,"Pooja Room,Servant Room,Others",23.0,North-East,1 to 5 Year Old,"['Tniy Toons School', 'Pathways School Gurgoan', ""Mother's Love English School"", 'SDMC Primary School', 'SBI ATM', 'HDFC Bank ATM', 'Axis bank ATM', 'Citibank ATM', 'ICICI bank ATM', 'Janki Max Hospital', ""Buddy's Point"", 'Unique Dhaba', 'The brown Saheb', 'French Heart Bakery', 'Lassi cafe Restaurant']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
2852,flat,sector 92 ,raheja navodaya,0.62,4807.0,1300.19,Built Up area: 1498 (139.17 sq.m.)Carpet area: 1064 sq.ft. (98.85 sq.m.),2.0,2.0,2 ,not available,5.0,,0 to 1 Year Old,"['NH8', 'Dwarka Expressway', 'IMT Manesar', 'Yaduvanshi Shiksha Niketan', 'RPS International School', 'Shiv Mandir', 'Arc Multi Speciality hospital', 'HDFC Bank', 'Yes Bank', 'Hyaat Regency', 'Maxworth Ashray']",[],
587,flat,sector 82 ,vatika the seven lamps,1.28,6819.0,1877.11,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3 ,Study Room,3.0,North,1 to 5 Year Old,"['SS Omnia Mall', 'Golf Course Ext Rd', 'Knowledge Tree World School', 'DPG Institute of Technology', 'Arc Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Nakhrola Stadium']","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
1908,flat,sector 49 ,awho sispal vihar,2.0,7262.0,2754.06,Super Built up area 2754(255.85 sq.m.),4.0,3.0,3+ ,not available,4.0,,10+ Year Old,"['Icici bank ATM', 'Standard chartered ATM', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Neelkanth Health Care', 'Vishesh Dental', 'Skin Clinic', 'Park Hospital Gurgaon', 'Divine Look Clinic Centre', 'Bones Clinic - Orthopaedics', 'Meher Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sukhmani Hospital Pvt. Ltd', 'Sai Dharamraj Hospital', 'Sanjeevani Hospital Gurgaon', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sona Devi Memorial Hospital and Trauma Centre', 'Samvit Health Care', 'Vatsalya Clinic', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'SRS Cinemas', 'SRS Cinemas', ""Domino's Pizza"", ""Nirula's"", 'Haldiram', 'Nook', 'Starbucks', 'India', 'Madison and Pike', 'Delhi Public School Primary Section', 'Kamla International']","['3 Fan', '2 Geyser', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
1556,flat,sector 70a ,aipl the peaceful homes,2.5,11627.0,2150.17,Super Built up area 2150(199.74 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+ ,Others,15.0,North-East,1 to 5 Year Old,"['Airia Mall', 'Golf Corse Ext. Rd.', 'National Highway-48', 'Indus World School', 'Gurugram University', 'Ananta Hospital', 'Indira Gandhi International Airport', 'DLF Corporate Greens', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park']","['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '10 Light', '4 AC', '2 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
